Course Prefix,Student,Grade
HST 102,student-38-234,0.9
HST 102,student-38-241,0.8
HST 102,student-38-253,0.91
HST 102,student-38-298,0.92
HST 102,student-38-314,0.86
HST 102,student-38-351,0.91
HST 102,student-39-149,0.98
HST 102,student-39-223,0.95
HST 102,student-39-277,0.96
HST 102,student-39-368,0.97
HST 102,student-40-234,0.72
HST 102,student-40-271,0.83
HST 102,student-40-413,0.83
HST 102,student-41-161,0.91
HST 102,student-41-190,0.99
HST 102,student-41-211,0.86
HST 102,student-41-379,0.83
HST 102,student-42-169,0.97
HST 102,student-42-265,0.97
HST 102,student-42-303,0.97
HST 102,student-42-321,0.86
HST 102,student-42-360,0.93
HST 102,student-42-368,0.91
HST 102,student-43-139,0.75
HST 102,student-43-169,0.71
HST 102,student-43-238,0.87
HST 102,student-43-321,0.94
HST 102,student-44-260,0.9
HST 102,student-44-404,0.97
HST 102,student-45-169,0.93
HST 102,student-45-235,0.93
HST 102,student-45-240,0.81
HST 102,student-45-253,0.83
HST 102,student-45-254,0.93
HST 102,student-45-286,0.98
HST 102,student-46-151,0.93
HST 102,student-46-232,0.85
HST 102,student-46-273,0.82
HST 102,student-46-370,0.84
HST 102,student-46-393,0.95
HST 102,student-47-206,0.8
HST 102,student-47-253,0.98
HST 102,student-47-414,0.82
HST 102,student-48-113,0.87
HST 102,student-48-221,0.87
HST 102,student-48-238,0.86
HST 102,student-48-263,0.89
HST 102,student-48-267,0.94
HST 102,student-49-134,0.74
HST 102,student-49-150,0.91
HST 102,student-49-212,0.74
HST 102,student-49-249,0.87
HST 102,student-49-270,0.84
HST 102,student-50-194,0.95
HST 102,student-50-224,0.9
HST 102,student-50-275,0.83
HST 102,student-50-366,0.81
HST 102,student-51-217,0.94
HST 102,student-51-246,0.88
HST 102,student-51-351,0.98
HST 102,student-52-195,0.85
HST 102,student-52-198,0.94
HST 102,student-52-201,0.87
HST 102,student-52-227,0.9
HST 102,student-52-249,0.81
HST 102,student-52-264,0.81
HST 102,student-53-141,0.75
HST 102,student-53-365,0.95
HST 102,student-53-416,0.88
HST 102,student-54-184,0.9
HST 102,student-54-188,0.85
HST 102,student-54-261,0.9
HST 102,student-55-165,0.81
HST 102,student-55-253,0.95
HST 102,student-55-259,0.89
HST 102,student-56-231,0.94
HST 102,student-56-253,0.87
HST 102,student-56-277,0.85
HST 102,student-56-316,0.75
HST 102,student-56-410,0.92
HST 102,student-57-229,0.85
HST 102,student-57-389,0.85
HST 102,student-58-161,0.9
HST 102,student-58-182,0.96
HST 102,student-58-231,0.84
HST 102,student-58-291,0.91
HST 102,student-58-393,0.86
HST 102,student-59-193,0.84
HST 102,student-59-236,0.73
HST 102,student-59-260,0.92
HST 102,student-59-266,0.85
HST 102,student-59-369,0.96
HST 102,student-60-185,0.84
HST 102,student-60-188,0.86
HST 102,student-60-268,0.88
HST 102,student-61-16,0.85
HST 102,student-61-241,0.83
HST 102,student-61-251,0.76
HST 102,student-61-252,0.91
HST 102,student-61-369,0.9
HST 102,student-61-382,0.96
HST 102,student-62-16,0.8
HST 102,student-62-185,0.89
HST 102,student-62-194,0.82
HST 102,student-62-248,0.96
HST 102,student-62-259,0.98
HST 102,student-62-327,0.89
HST 102,student-62-328,0.91
HST 102,student-63-193,0.78
HST 102,student-63-257,0.96
HST 102,student-64-236,0.85
HST 102,student-64-246,0.91
HST 102,student-64-254,0.91
HST 102,student-64-275,0.91
HST 102,student-65-178,0.89
HST 102,student-65-274,0.97
HST 102,student-66-191,0.91
HST 102,student-66-227,0.9
HST 102,student-66-244,0.94
HST 102,student-66-259,0.81
HST 102,student-66-359,0.79
HST 102,student-66-410,0.84
HST 102,student-67-235,0.9
HST 102,student-67-256,0.82
HST 102,student-67-288,0.96
HST 102,student-67-303,0.9
HST 102,student-67-322,0.83
HST 102,student-67-414,0.92
HST 102,student-68-119,0.89
HST 102,student-68-16,0.96
HST 102,student-68-236,0.88
HST 102,student-68-257,0.98
HST 102,student-69-109,0.94
HST 102,student-69-230,0.82
HST 102,student-69-304,0.95
HST 102,student-70-170,0.99
HST 102,student-70-195,0.87
HST 102,student-70-240,0.79
HST 102,student-70-257,0.83
HST 102,student-71-204,0.96
HST 102,student-71-233,0.91
HST 102,student-71-247,0.86
HST 102,student-71-257,0.93
HST 102,student-71-278,0.88
HST 102,student-72-179,0.75
HST 102,student-72-206,0.9
HST 102,student-72-215,0.88
HST 102,student-72-225,0.84
HST 102,student-72-248,0.95
HST 102,student-72-258,0.87
HST 102,student-72-284,0.94
HST 102,student-72-304,0.91
HST 102,student-73-131,0.83
HST 102,student-73-172,0.83
HST 102,student-73-228,0.92
HST 102,student-73-256,0.89
HST 102,student-73-257,0.93
HST 102,student-73-261,0.91
HST 102,student-73-262,0.86
HST 102,student-74-167,0.97
HST 102,student-74-213,0.99
HST 102,student-74-219,0.91
HST 102,student-74-230,0.84
HST 102,student-74-274,0.79
HST 102,student-75-232,0.81
HST 102,student-75-241,0.9
HST 102,student-75-271,0.93
HST 102,student-75-301,0.81
HST 102,student-75-384,0.96
HST 102,student-76-182,0.89
HST 102,student-76-187,0.76
HST 102,student-76-239,0.94
HST 102,student-76-267,0.84
HST 102,student-76-298,0.88
HST 102,student-76-370,0.97
HST 102,student-77-172,0.83
HST 102,student-77-271,0.98
HST 102,student-77-387,0.82
HST 102,student-78-135,0.94
HST 102,student-78-142,0.83
HST 102,student-78-176,0.78
HST 102,student-78-206,0.79
HST 102,student-78-247,0.83
HST 102,student-78-262,0.93
HST 102,student-78-266,0.93
HST 102,student-79-107,0.87
HST 102,student-79-225,0.9
HST 102,student-79-248,0.86
HST 102,student-79-253,0.73
HST 102,student-79-256,0.87
HST 102,student-79-262,0.95
HST 102,student-79-370,0.87
HST 102,student-80-260,0.93
HST 102,student-80-279,0.91
HST 102,student-80-354,0.9
HST 102,student-81-226,0.97
HST 102,student-81-227,0.88
HST 102,student-81-285,0.8
HST 102,student-81-411,0.98
HST 102,student-82-136,0.87
HST 102,student-82-180,0.86
HST 102,student-82-290,0.93
HST 102,student-82-298,0.89
HST 102,student-82-299,0.96
HST 102,student-82-304,0.92
HST 102,student-82-99,0.9
HST 102,student-83-142,0.76
HST 102,student-83-195,0.81
HST 102,student-83-201,0.94
HST 102,student-83-212,0.97
HST 102,student-83-225,0.92
HST 102,student-83-229,0.85
HST 102,student-83-246,0.9
HST 102,student-83-247,0.9
HST 102,student-83-248,0.91
HST 102,student-84-213,0.91
HST 102,student-84-226,0.88
HST 102,student-84-263,0.95
HST 102,student-84-271,0.97
HST 102,student-85-176,0.91
HST 102,student-85-250,0.95
HST 102,student-85-256,0.93
HST 102,student-86-119,0.87
HST 102,student-86-206,0.96
HST 102,student-86-233,0.9
HST 102,student-86-244,0.95
HST 102,student-86-254,0.89
HST 102,student-86-423,0.93
HST 102,student-87-161,0.99
HST 102,student-87-235,0.81
HST 102,student-87-247,0.94
HST 102,student-88-132,0.82
HST 102,student-88-242,0.84
HST 102,student-88-255,0.9
HST 102,student-88-270,0.91
HST 102,student-88-420,0.92
HST 102,student-89-138,0.89
HST 102,student-89-299,0.94
HST 102,student-90-132,0.85
HST 102,student-90-192,0.85
HST 102,student-90-221,0.92
HST 102,student-90-256,0.92
HST 102,student-90-381,0.82
HST 102,student-90-406,0.94
HST 102,student-91-218,0.87
HST 102,student-91-268,0.92
HST 102,student-91-361,0.93
HST 102,student-91-375,0.95
HST 102,student-92-110,0.9
HST 102,student-92-133,0.95
HST 102,student-92-200,0.97
HST 102,student-92-240,0.87
HST 102,student-92-253,0.95
HST 102,student-92-261,0.92
HST 102,student-92-284,0.95
HST 102,student-93-118,0.9
HST 102,student-93-192,0.93
HST 102,student-93-227,0.86
HST 102,student-93-230,0.86
HST 102,student-93-271,0.88
HST 102,student-93-295,0.78
HST 102,student-94-127,0.94
HST 102,student-94-14,0.8
HST 102,student-94-227,0.92
HST 102,student-94-236,0.89
HST 102,student-94-250,0.9
HST 102,student-94-277,0.84
HST 102,student-95-220,0.91
HST 102,student-95-271,0.94
HST 102,student-95-282,0.85
HST 102,student-95-369,0.94
HST 102,student-96-292,0.87
HST 102,student-96-321,0.88
HST 102,student-96-404,0.88
HST 102,student-97-234,0.86
HST 102,student-97-240,0.97
HST 102,student-97-241,0.86
HST 102,student-97-246,0.86
HST 102,student-97-291,0.9
HST 102,student-97-388,0.87
HST 102,student-98-139,0.89
HST 102,student-98-218,0.91
HST 102,student-98-276,0.88
HST 102,student-98-288,0.94
HST 102,student-98-360,0.89
HST 102,student-98-384,0.9
HST 102,student-99-125,0.87
HST 102,student-99-154,0.89
HST 102,student-99-199,0.95
HST 102,student-99-204,0.96
HST 102,student-99-225,0.92
HST 102,student-99-239,0.92
HST 102,student-99-271,0.91
HST 102,student-99-361,0.94
MAT 117,student-03-221,0.92
MAT 117,student-03-377,0.97
MAT 117,student-10-204,0.75
MAT 117,student-12-183,0.86
MAT 117,student-21-382,0.96
MAT 117,student-24-149,1.0
MAT 117,student-29-137,0.9
MAT 117,student-29-181,0.78
MAT 117,student-30-366,0.99
MAT 117,student-44-366,0.97
MAT 117,student-45-210,0.82
MAT 117,student-47-180,0.82
MAT 117,student-48-268,0.87
MAT 117,student-51-145,0.99
MAT 117,student-53-152,0.86
MAT 117,student-54-344,0.81
MAT 117,student-55-374,0.98
MAT 117,student-56-218,0.81
MAT 117,student-56-380,0.98
MAT 117,student-61-257,0.96
MAT 117,student-61-375,0.99
MAT 117,student-62-327,0.79
MAT 117,student-66-191,0.92
MAT 117,student-75-279,0.91
MAT 117,student-89-182,0.92
MAT 117,student-91-368,0.93
MAT 117,student-92-298,0.77
MAT 117,student-93-120,0.98
MAT 117,student-93-242,0.86
MAT 117,student-95-160,0.84
MAT 117,student-97-283,0.89
MAT 170,student-07-361,0.92
MAT 170,student-16-143,0.94
MAT 170,student-22-372,0.82
MAT 170,student-29-137,0.91
MAT 170,student-32-292,0.97
MAT 170,student-39-370,1.0
MAT 170,student-47-312,0.91
MAT 170,student-54-266,0.94
MAT 170,student-57-365,0.8
MAT 170,student-66-191,0.97
MAT 170,student-68-140,0.76
MAT 170,student-73-209,0.88
MAT 170,student-74-325,0.84
MAT 170,student-75-381,0.89
MAT 170,student-77-363,0.98
MAT 170,student-81-153,0.91
MAT 170,student-91-185,0.85
MAT 170,student-97-366,0.94
MAT 210,student-25-165,0.9
MAT 210,student-32-229,0.7
MAT 210,student-56-194,0.87
MAT 210,student-61-257,0.95
MAT 210,student-90-366,0.84
MAT 210,student-91-368,0.81
MAT 265,student-24-150,0.68
MAT 265,student-25-165,0.93
MAT 265,student-33-147,0.87
MAT 265,student-37-144,0.8
MAT 265,student-44-190,0.83
MAT 265,student-56-227,0.73
MAT 265,student-57-140,0.81
MAT 265,student-59-216,0.78
MAT 265,student-81-226,0.71
MAT 265,student-94-222,0.85
MAT 265,student-98-377,0.96
PAF 112,student-02-361,0.94
PAF 112,student-02-390,0.96
PAF 112,student-05-227,0.96
PAF 112,student-09-359,0.95
PAF 112,student-11-272,0.93
PAF 112,student-11-414,0.88
PAF 112,student-13-355,0.97
PAF 112,student-17-247,0.86
PAF 112,student-18-199,0.83
PAF 112,student-19-322,0.94
PAF 112,student-25-165,0.99
PAF 112,student-26-333,0.95
PAF 112,student-27-384,0.8
PAF 112,student-29-408,0.94
PAF 112,student-30-386,0.96
PAF 112,student-32-353,0.94
PAF 112,student-33-364,0.85
PAF 112,student-35-195,0.91
PAF 112,student-38-177,0.87
PAF 112,student-40-352,0.92
PAF 112,student-41-233,0.97
PAF 112,student-41-414,0.74
PAF 112,student-46-236,0.83
PAF 112,student-50-275,0.87
PAF 112,student-52-365,0.98
PAF 112,student-55-408,0.97
PAF 112,student-58-383,0.82
PAF 112,student-58-393,0.73
PAF 112,student-60-359,0.97
PAF 112,student-61-251,0.87
PAF 112,student-63-193,0.9
PAF 112,student-66-372,0.93
PAF 112,student-68-113,0.7
PAF 112,student-72-370,0.98
PAF 112,student-76-350,0.85
PAF 112,student-78-361,0.8
PAF 112,student-80-354,0.93
PAF 112,student-80-422,0.8
PAF 112,student-81-226,0.99
PAF 112,student-82-113,0.77
PAF 112,student-85-407,0.7
PAF 112,student-90-192,0.86
PAF 112,student-90-204,0.86
PAF 112,student-92-287,0.99
PAF 112,student-93-208,0.95
PAF 112,student-93-374,0.98
PAF 112,student-99-361,0.95
SOC 101,student-00-100,0.87
SOC 101,student-00-202,0.9
SOC 101,student-00-226,0.84
SOC 101,student-00-249,0.73
SOC 101,student-00-283,0.91
SOC 101,student-00-366,0.87
SOC 101,student-01-127,0.97
SOC 101,student-01-143,0.86
SOC 101,student-01-199,0.83
SOC 101,student-01-241,0.97
SOC 101,student-01-250,0.83
SOC 101,student-01-254,0.84
SOC 101,student-01-262,0.93
SOC 101,student-01-268,0.81
SOC 101,student-01-302,0.97
SOC 101,student-01-304,0.89
SOC 101,student-02-164,0.88
SOC 101,student-02-181,0.92
SOC 101,student-02-193,0.81
SOC 101,student-02-361,0.9
SOC 101,student-03-190,0.81
SOC 101,student-03-199,0.9
SOC 101,student-03-241,0.93
SOC 101,student-03-248,0.89
SOC 101,student-03-260,0.94
SOC 101,student-03-263,0.92
SOC 101,student-03-305,0.89
SOC 101,student-03-307,0.91
SOC 101,student-03-380,0.91
SOC 101,student-04-194,0.86
SOC 101,student-04-205,0.93
SOC 101,student-04-226,0.91
SOC 101,student-04-369,0.96
SOC 101,student-04-384,0.97
SOC 101,student-05-157,0.93
SOC 101,student-05-190,0.84
SOC 101,student-05-270,0.94
SOC 101,student-05-293,0.98
SOC 101,student-05-330,0.97
SOC 101,student-05-366,0.84
SOC 101,student-06-227,0.9
SOC 101,student-06-257,0.89
SOC 101,student-06-270,0.75
SOC 101,student-07-199,0.82
SOC 101,student-07-205,0.94
SOC 101,student-07-217,0.77
SOC 101,student-07-220,0.8
SOC 101,student-07-225,0.76
SOC 101,student-07-241,0.78
SOC 101,student-07-253,0.8
SOC 101,student-07-254,0.82
SOC 101,student-07-280,0.92
SOC 101,student-07-377,0.75
SOC 101,student-08-160,0.88
SOC 101,student-08-193,0.9
SOC 101,student-08-205,0.92
SOC 101,student-08-208,0.82
SOC 101,student-08-234,0.87
SOC 101,student-08-267,0.94
SOC 101,student-08-269,0.96
SOC 101,student-08-290,0.92
SOC 101,student-09-140,0.95
SOC 101,student-09-188,0.86
SOC 101,student-09-221,0.95
SOC 101,student-09-223,0.9
SOC 101,student-09-235,0.9
SOC 101,student-09-256,0.97
SOC 101,student-09-262,0.84
SOC 101,student-09-285,0.89
SOC 101,student-09-289,0.9
SOC 101,student-09-359,0.83
SOC 101,student-09-370,0.94
SOC 101,student-10-129,0.93
SOC 101,student-10-177,0.92
SOC 101,student-10-196,0.92
SOC 101,student-10-205,0.88
SOC 101,student-10-218,0.94
SOC 101,student-10-241,0.92
SOC 101,student-10-267,0.9
SOC 101,student-10-289,0.94
SOC 101,student-11-148,0.7
SOC 101,student-11-160,0.93
SOC 101,student-11-161,0.86
SOC 101,student-11-172,0.81
SOC 101,student-11-205,0.82
SOC 101,student-11-236,0.97
SOC 101,student-11-241,0.9
SOC 101,student-11-248,0.92
SOC 101,student-11-264,0.87
SOC 101,student-11-267,0.9
SOC 101,student-11-291,0.92
SOC 101,student-11-360,0.95
SOC 101,student-11-373,0.83
SOC 101,student-12-113,0.85
SOC 101,student-12-120,0.97
SOC 101,student-12-183,0.93
SOC 101,student-12-223,0.84
SOC 101,student-12-304,0.71
SOC 101,student-13-210,0.89
SOC 101,student-13-212,0.91
SOC 101,student-13-361,0.76
SOC 101,student-13-373,0.9
SOC 101,student-14-100,0.82
SOC 101,student-14-201,0.88
SOC 101,student-14-205,0.95
SOC 101,student-14-260,0.98
SOC 101,student-14-263,0.91
SOC 101,student-14-291,0.92
SOC 101,student-14-293,0.85
SOC 101,student-15-177,0.94
SOC 101,student-15-252,0.94
SOC 101,student-15-299,0.85
SOC 101,student-15-359,0.9
SOC 101,student-16-15,0.88
SOC 101,student-16-166,0.77
SOC 101,student-16-168,0.97
SOC 101,student-16-187,0.92
SOC 101,student-16-208,0.95
SOC 101,student-16-243,0.86
SOC 101,student-16-260,0.9
SOC 101,student-16-280,0.88
SOC 101,student-17-193,0.91
SOC 101,student-17-242,0.84
SOC 101,student-17-247,0.81
SOC 101,student-17-254,0.92
SOC 101,student-17-256,0.86
SOC 101,student-17-267,0.9
SOC 101,student-18-199,0.79
SOC 101,student-18-231,0.95
SOC 101,student-18-259,0.93
SOC 101,student-18-265,0.87
SOC 101,student-18-277,0.89
SOC 101,student-18-291,0.93
SOC 101,student-19-150,0.91
SOC 101,student-19-183,0.83
SOC 101,student-19-205,0.7
SOC 101,student-19-219,0.92
SOC 101,student-19-228,0.9
SOC 101,student-19-252,0.93
SOC 101,student-19-256,0.86
SOC 101,student-19-268,0.88
SOC 101,student-19-269,0.83
SOC 101,student-19-293,0.78
SOC 101,student-19-307,0.81
SOC 101,student-20-171,0.71
SOC 101,student-20-183,0.87
SOC 101,student-20-226,0.93
SOC 101,student-20-236,0.85
SOC 101,student-20-243,0.82
SOC 101,student-20-273,0.95
SOC 101,student-20-278,0.9
SOC 101,student-20-285,0.97
SOC 101,student-20-290,0.89
SOC 101,student-20-300,0.93
SOC 101,student-20-301,0.95
SOC 101,student-21-196,0.79
SOC 101,student-21-200,0.79
SOC 101,student-21-217,0.9
SOC 101,student-21-261,0.89
SOC 101,student-21-268,0.98
SOC 101,student-22-161,0.87
SOC 101,student-22-183,0.9
SOC 101,student-22-228,0.89
SOC 101,student-22-264,0.92
SOC 101,student-22-267,0.95
SOC 101,student-22-285,0.88
SOC 101,student-22-362,0.82
SOC 101,student-22-369,0.92
SOC 101,student-23-164,0.96
SOC 101,student-23-173,0.84
SOC 101,student-23-192,0.89
SOC 101,student-23-205,0.83
SOC 101,student-23-212,0.89
SOC 101,student-23-227,0.81
SOC 101,student-23-228,0.83
SOC 101,student-23-244,0.81
SOC 101,student-23-283,0.83
SOC 101,student-23-301,0.89
SOC 101,student-23-372,0.88
SOC 101,student-24-151,0.87
SOC 101,student-24-161,0.83
SOC 101,student-24-204,0.88
SOC 101,student-24-218,0.9
SOC 101,student-24-330,0.96
SOC 101,student-25-222,0.85
SOC 101,student-25-269,0.92
SOC 101,student-25-289,0.89
SOC 101,student-25-327,0.92
SOC 101,student-26-189,0.78
SOC 101,student-26-210,0.92
SOC 101,student-26-213,0.81
SOC 101,student-26-257,0.95
SOC 101,student-26-269,0.89
SOC 101,student-26-284,0.83
SOC 101,student-26-350,0.77
SOC 101,student-26-384,0.95
SOC 101,student-27-171,0.83
SOC 101,student-27-222,0.99
SOC 101,student-27-233,0.73
SOC 101,student-27-270,0.73
SOC 101,student-27-284,0.94
SOC 101,student-27-289,0.93
SOC 101,student-27-359,0.98
SOC 101,student-27-384,0.9
SOC 101,student-28-130,0.9
SOC 101,student-28-131,0.87
SOC 101,student-28-147,0.86
SOC 101,student-28-159,0.89
SOC 101,student-28-213,0.84
SOC 101,student-28-226,0.94
SOC 101,student-28-253,0.87
SOC 101,student-28-264,0.94
SOC 101,student-28-369,0.93
SOC 101,student-29-161,0.9
SOC 101,student-29-177,0.96
SOC 101,student-29-178,0.77
SOC 101,student-29-183,0.87
SOC 101,student-29-235,0.85
SOC 101,student-29-237,0.89
SOC 101,student-29-263,0.92
SOC 101,student-29-275,0.9
SOC 101,student-29-353,0.9
SOC 101,student-30-124,0.83
SOC 101,student-30-13,0.86
SOC 101,student-30-170,0.92
SOC 101,student-30-286,0.83
SOC 101,student-30-366,0.96
SOC 101,student-31-116,0.84
SOC 101,student-31-198,0.87
SOC 101,student-31-214,0.85
SOC 101,student-31-243,0.84
SOC 101,student-31-251,0.86
SOC 101,student-31-284,0.96
SOC 101,student-31-294,0.97
SOC 101,student-32-159,0.93
SOC 101,student-32-198,0.85
SOC 101,student-32-208,0.92
SOC 101,student-32-263,0.93
SOC 101,student-32-279,0.92
SOC 101,student-32-353,0.87
SOC 101,student-32-370,0.93
SOC 101,student-33-143,0.86
SOC 101,student-33-195,0.86
SOC 101,student-33-198,0.74
SOC 101,student-33-199,0.86
SOC 101,student-33-205,0.81
SOC 101,student-33-222,0.81
SOC 101,student-33-258,0.87
SOC 101,student-33-283,0.88
SOC 101,student-33-359,0.82
SOC 101,student-33-364,0.85
SOC 101,student-34-223,0.97
SOC 101,student-34-263,0.9
SOC 101,student-34-277,0.93
SOC 101,student-34-307,0.92
SOC 101,student-34-309,0.96
SOC 101,student-34-363,0.91
SOC 101,student-35-166,0.72
SOC 101,student-35-212,0.91
SOC 101,student-35-262,0.97
SOC 101,student-35-376,0.87
SOC 101,student-36-100,0.82
SOC 101,student-36-146,0.92
SOC 101,student-36-195,1.0
SOC 101,student-36-223,0.92
SOC 101,student-36-254,0.8
SOC 101,student-36-268,0.8
SOC 101,student-36-272,0.73
SOC 101,student-36-285,0.93
SOC 101,student-36-368,0.86
SOC 101,student-36-380,0.94
SOC 101,student-37-152,0.95
SOC 101,student-37-159,0.79
SOC 101,student-37-195,0.95
SOC 101,student-37-233,0.94
SOC 101,student-37-287,0.86
SOC 101,student-37-291,0.91
SOC 101,student-37-355,0.88
SOC 101,student-37-379,0.76
SOC 101,student-38-129,0.99
SOC 101,student-38-192,0.85
SOC 101,student-38-210,0.86
SOC 101,student-38-213,0.83
SOC 101,student-39-135,0.87
SOC 101,student-39-149,0.97
SOC 101,student-39-174,0.83
SOC 101,student-39-185,0.76
SOC 101,student-39-195,0.87
SOC 101,student-39-214,0.77
SOC 101,student-39-223,0.83
SOC 101,student-39-283,0.93
SOC 101,student-39-366,0.92
SOC 101,student-40-266,0.84
SOC 101,student-40-267,0.87
SOC 101,student-40-271,0.86
SOC 101,student-40-298,0.95
SOC 101,student-40-352,0.81
SOC 101,student-41-169,0.82
SOC 101,student-41-191,0.89
SOC 101,student-41-211,0.8
SOC 101,student-42-132,0.83
SOC 101,student-42-184,0.89
SOC 101,student-42-199,0.89
SOC 101,student-42-235,0.76
SOC 101,student-42-257,0.85
SOC 101,student-42-265,0.98
SOC 101,student-42-281,0.87
SOC 101,student-42-287,0.86
SOC 101,student-42-368,0.95
SOC 101,student-43-166,0.91
SOC 101,student-43-198,0.9
SOC 101,student-43-236,0.89
SOC 101,student-43-381,0.95
SOC 101,student-44-143,0.85
SOC 101,student-44-148,0.85
SOC 101,student-44-260,0.82
SOC 101,student-44-266,0.81
SOC 101,student-44-292,0.94
SOC 101,student-44-329,0.93
SOC 101,student-44-382,0.94
SOC 101,student-45-120,0.81
SOC 101,student-45-169,0.93
SOC 101,student-45-208,0.85
SOC 101,student-45-226,0.94
SOC 101,student-45-245,0.94
SOC 101,student-45-254,0.95
SOC 101,student-45-256,0.98
SOC 101,student-45-299,0.93
SOC 101,student-46-198,0.9
SOC 101,student-46-204,0.81
SOC 101,student-46-207,0.93
SOC 101,student-46-232,0.96
SOC 101,student-46-245,0.9
SOC 101,student-46-273,0.84
SOC 101,student-47-179,0.82
SOC 101,student-47-185,0.91
SOC 101,student-47-201,0.83
SOC 101,student-47-206,0.83
SOC 101,student-47-241,0.77
SOC 101,student-47-253,0.94
SOC 101,student-47-265,0.93
SOC 101,student-47-312,0.95
SOC 101,student-48-113,0.81
SOC 101,student-48-147,0.94
SOC 101,student-48-166,0.78
SOC 101,student-48-212,0.85
SOC 101,student-48-223,0.94
SOC 101,student-48-285,0.93
SOC 101,student-48-290,0.93
SOC 101,student-48-351,0.91
SOC 101,student-49-150,0.89
SOC 101,student-49-212,0.86
SOC 101,student-49-249,0.87
SOC 101,student-49-276,0.95
SOC 101,student-49-291,0.84
SOC 101,student-49-298,0.95
SOC 101,student-50-114,0.92
SOC 101,student-50-155,0.94
SOC 101,student-50-206,0.9
SOC 101,student-50-322,0.88
SOC 101,student-50-366,0.95
SOC 101,student-51-145,0.94
SOC 101,student-51-148,0.82
SOC 101,student-51-169,0.78
SOC 101,student-51-195,0.86
SOC 101,student-51-217,0.96
SOC 101,student-51-227,0.81
SOC 101,student-51-236,0.94
SOC 101,student-51-274,0.89
SOC 101,student-51-313,0.86
SOC 101,student-51-366,0.84
SOC 101,student-52-201,0.85
SOC 101,student-52-217,0.82
SOC 101,student-52-227,0.85
SOC 101,student-52-235,0.9
SOC 101,student-52-240,0.85
SOC 101,student-52-247,0.93
SOC 101,student-52-290,0.9
SOC 101,student-52-296,0.9
SOC 101,student-53-126,0.99
SOC 101,student-53-127,0.9
SOC 101,student-53-152,0.84
SOC 101,student-53-200,0.81
SOC 101,student-53-223,0.9
SOC 101,student-53-229,0.84
SOC 101,student-53-240,0.89
SOC 101,student-53-253,0.76
SOC 101,student-53-280,0.93
SOC 101,student-53-289,0.91
SOC 101,student-53-332,0.95
SOC 101,student-53-365,0.93
SOC 101,student-53-383,0.9
SOC 101,student-54-178,0.93
SOC 101,student-54-184,0.79
SOC 101,student-54-188,0.81
SOC 101,student-54-194,0.84
SOC 101,student-54-195,0.82
SOC 101,student-54-261,0.84
SOC 101,student-54-266,0.97
SOC 101,student-54-301,0.96
SOC 101,student-55-173,0.85
SOC 101,student-55-186,0.96
SOC 101,student-55-253,0.93
SOC 101,student-56-155,0.92
SOC 101,student-56-218,0.93
SOC 101,student-56-231,0.79
SOC 101,student-56-259,0.9
SOC 101,student-56-383,0.91
SOC 101,student-57-161,0.86
SOC 101,student-57-169,0.74
SOC 101,student-57-171,0.89
SOC 101,student-58-161,0.9
SOC 101,student-58-182,0.84
SOC 101,student-58-195,0.84
SOC 101,student-58-240,0.91
SOC 101,student-58-246,0.87
SOC 101,student-58-269,0.86
SOC 101,student-58-383,0.9
SOC 101,student-59-182,0.77
SOC 101,student-59-193,0.71
SOC 101,student-59-236,0.72
SOC 101,student-59-260,0.89
SOC 101,student-59-266,0.88
SOC 101,student-59-277,0.88
SOC 101,student-60-161,0.93
SOC 101,student-60-185,0.78
SOC 101,student-60-265,0.71
SOC 101,student-60-268,0.93
SOC 101,student-60-269,0.9
SOC 101,student-61-127,0.88
SOC 101,student-61-138,0.83
SOC 101,student-61-215,0.88
SOC 101,student-61-219,0.82
SOC 101,student-61-241,0.87
SOC 101,student-61-251,0.87
SOC 101,student-61-252,0.91
SOC 101,student-61-332,0.93
SOC 101,student-61-368,0.88
SOC 101,student-62-12,0.82
SOC 101,student-62-13,0.79
SOC 101,student-62-155,0.93
SOC 101,student-62-16,0.85
SOC 101,student-62-161,0.83
SOC 101,student-62-180,0.92
SOC 101,student-62-194,0.88
SOC 101,student-62-206,0.92
SOC 101,student-62-259,0.97
SOC 101,student-62-284,0.94
SOC 101,student-62-309,0.85
SOC 101,student-62-374,0.91
SOC 101,student-63-140,0.91
SOC 101,student-63-181,0.81
SOC 101,student-63-193,0.73
SOC 101,student-63-195,0.79
SOC 101,student-63-218,0.82
SOC 101,student-63-257,0.98
SOC 101,student-63-296,0.82
SOC 101,student-64-126,0.8
SOC 101,student-64-161,0.93
SOC 101,student-64-236,0.83
SOC 101,student-64-254,0.97
SOC 101,student-64-257,0.92
SOC 101,student-64-260,0.7
SOC 101,student-64-267,0.83
SOC 101,student-64-268,0.89
SOC 101,student-64-289,0.9
SOC 101,student-65-118,0.86
SOC 101,student-65-161,0.94
SOC 101,student-65-178,0.91
SOC 101,student-65-250,0.87
SOC 101,student-66-198,0.88
SOC 101,student-66-227,0.9
SOC 101,student-66-232,0.7
SOC 101,student-66-379,0.9
SOC 101,student-67-288,0.82
SOC 101,student-67-367,0.98
SOC 101,student-68-16,0.97
SOC 101,student-68-257,0.92
SOC 101,student-68-313,0.81
SOC 101,student-68-355,0.9
SOC 101,student-68-361,0.89
SOC 101,student-68-367,0.88
SOC 101,student-69-125,0.86
SOC 101,student-69-142,0.93
SOC 101,student-69-187,0.89
