Course Prefix,Student,Grade
ECN 212,student-15-299,0.74
ECN 212,student-16-242,0.89
ECN 212,student-17-170,0.77
ECN 212,student-17-245,0.83
ECN 212,student-22-183,0.72
ECN 212,student-23-227,0.76
ECN 212,student-23-422,0.92
ECN 212,student-24-330,0.9
ECN 212,student-25-150,0.72
ECN 212,student-25-165,0.92
ECN 212,student-26-242,0.74
ECN 212,student-26-368,0.74
ECN 212,student-28-217,0.69
ECN 212,student-28-233,0.76
ECN 212,student-28-253,0.84
ECN 212,student-29-150,0.77
ECN 212,student-29-369,0.92
ECN 212,student-30-194,0.76
ECN 212,student-30-386,0.92
ECN 212,student-31-129,0.93
ECN 212,student-31-251,0.81
ECN 212,student-32-242,0.87
ECN 212,student-33-243,0.77
ECN 212,student-33-371,0.81
ECN 212,student-34-15,0.76
ECN 212,student-34-192,0.8
ECN 212,student-37-199,0.89
ECN 212,student-37-223,0.88
ECN 212,student-37-230,0.84
ECN 212,student-37-309,0.78
ECN 212,student-38-234,0.81
ECN 212,student-39-227,0.76
ECN 212,student-40-144,0.96
ECN 212,student-41-207,0.77
ECN 212,student-43-321,0.87
ECN 212,student-44-165,0.79
ECN 212,student-44-216,0.77
ECN 212,student-45-245,0.93
ECN 212,student-47-405,0.85
ECN 212,student-50-194,0.92
ECN 212,student-51-145,0.93
ECN 212,student-52-235,0.75
ECN 212,student-52-249,0.84
ECN 212,student-54-252,0.7
ECN 212,student-54-415,0.78
ECN 212,student-56-227,0.92
ECN 212,student-56-259,0.78
ECN 212,student-61-215,0.84
ECN 212,student-62-12,0.79
ECN 212,student-62-206,0.83
ECN 212,student-65-143,0.97
ECN 212,student-65-177,0.78
ECN 212,student-65-195,0.78
ECN 212,student-65-233,0.72
ECN 212,student-68-244,0.91
ECN 212,student-68-344,0.82
ECN 212,student-69-187,0.89
ECN 212,student-72-258,0.68
ECN 212,student-72-261,0.76
ECN 212,student-73-115,0.74
ECN 212,student-73-412,0.83
ECN 212,student-74-167,0.89
ECN 212,student-74-232,0.86
ECN 212,student-74-247,0.86
ECN 212,student-77-387,0.77
ECN 212,student-78-247,0.81
ECN 212,student-79-216,0.76
ECN 212,student-79-256,0.81
ECN 212,student-79-363,0.71
ECN 212,student-79-421,0.82
ECN 212,student-80-248,0.94
ECN 212,student-80-279,0.77
ECN 212,student-82-136,0.76
ECN 212,student-82-201,0.82
ECN 212,student-84-132,0.85
ECN 212,student-85-225,0.8
ECN 212,student-85-364,0.72
ECN 212,student-87-161,0.97
ECN 212,student-87-247,0.84
ECN 212,student-88-248,0.9
ECN 212,student-89-124,0.96
ECN 212,student-89-166,0.74
ECN 212,student-89-185,0.8
ECN 212,student-92-223,0.88
ECN 212,student-94-348,0.67
ECN 212,student-95-372,0.77
ECN 212,student-96-354,0.77
ECN 212,student-97-242,0.87
ECN 212,student-98-195,0.86
ECN 212,student-99-409,0.96
ENG 101,student-00-194,0.93
ENG 101,student-00-199,0.94
ENG 101,student-00-217,0.9
ENG 101,student-00-249,0.9
ENG 101,student-00-275,0.99
ENG 101,student-00-297,0.9
ENG 101,student-00-369,0.98
ENG 101,student-01-122,0.72
ENG 101,student-01-199,0.88
ENG 101,student-01-212,0.9
ENG 101,student-01-313,0.76
ENG 101,student-02-218,0.83
ENG 101,student-02-253,0.79
ENG 101,student-03-110,0.88
ENG 101,student-03-265,0.92
ENG 101,student-03-307,0.94
ENG 101,student-03-313,0.94
ENG 101,student-03-331,0.92
ENG 101,student-04-194,0.95
ENG 101,student-04-205,0.98
ENG 101,student-04-281,0.94
ENG 101,student-04-306,0.93
ENG 101,student-04-313,0.76
ENG 101,student-05-174,0.82
ENG 101,student-05-205,0.97
ENG 101,student-05-309,0.95
ENG 101,student-06-227,0.96
ENG 101,student-06-257,0.9
ENG 101,student-07-223,0.92
ENG 101,student-07-278,0.97
ENG 101,student-07-313,0.89
ENG 101,student-08-11,0.89
ENG 101,student-08-234,0.84
ENG 101,student-08-286,0.74
ENG 101,student-08-313,0.93
ENG 101,student-09-223,0.94
ENG 101,student-09-289,0.91
ENG 101,student-10-204,0.92
ENG 101,student-10-218,0.96
ENG 101,student-10-313,0.86
ENG 101,student-10-371,0.97
ENG 101,student-11-236,0.93
ENG 101,student-11-264,0.93
ENG 101,student-11-361,0.7
ENG 101,student-11-373,0.92
ENG 101,student-12-223,0.9
ENG 101,student-12-226,0.86
ENG 101,student-12-251,0.95
ENG 101,student-12-357,0.94
ENG 101,student-13-117,0.83
ENG 101,student-13-212,0.97
ENG 101,student-13-243,0.98
ENG 101,student-13-284,0.97
ENG 101,student-13-288,0.93
ENG 101,student-13-313,0.92
ENG 101,student-13-361,0.74
ENG 101,student-14-231,0.92
ENG 101,student-14-313,0.84
ENG 101,student-15-139,0.77
ENG 101,student-15-207,0.77
ENG 101,student-15-218,0.86
ENG 101,student-15-220,0.83
ENG 101,student-15-227,0.94
ENG 101,student-15-254,0.94
ENG 101,student-15-302,0.99
ENG 101,student-16-100,0.84
ENG 101,student-16-170,0.92
ENG 101,student-16-208,0.97
ENG 101,student-16-270,0.93
ENG 101,student-16-377,0.95
ENG 101,student-17-236,0.97
ENG 101,student-17-274,0.84
ENG 101,student-18-222,0.93
ENG 101,student-18-231,0.94
ENG 101,student-18-259,0.85
ENG 101,student-18-313,0.82
ENG 101,student-19-104,0.92
ENG 101,student-19-146,0.94
ENG 101,student-19-228,0.94
ENG 101,student-19-252,0.88
ENG 101,student-19-313,0.91
ENG 101,student-19-348,0.97
ENG 101,student-19-359,0.77
ENG 101,student-20-327,0.88
ENG 101,student-20-408,0.94
ENG 101,student-21-252,0.99
ENG 101,student-22-293,0.71
ENG 101,student-22-313,0.9
ENG 101,student-23-166,0.95
ENG 101,student-23-173,0.93
ENG 101,student-23-298,0.86
ENG 101,student-23-313,0.96
ENG 101,student-23-422,0.98
ENG 101,student-24-151,0.86
ENG 101,student-24-204,0.95
ENG 101,student-24-208,0.91
ENG 101,student-24-229,0.94
ENG 101,student-24-313,0.92
ENG 101,student-25-101,0.91
ENG 101,student-25-14,0.87
ENG 101,student-25-165,0.97
ENG 101,student-25-280,0.97
ENG 101,student-25-289,0.86
ENG 101,student-25-313,0.72
ENG 101,student-26-122,0.88
ENG 101,student-26-189,0.86
ENG 101,student-26-210,0.85
ENG 101,student-26-298,0.92
ENG 101,student-26-300,0.88
ENG 101,student-27-200,0.93
ENG 101,student-27-297,0.86
ENG 101,student-27-407,0.95
ENG 101,student-28-233,0.94
ENG 101,student-28-356,0.9
ENG 101,student-29-131,0.88
ENG 101,student-29-298,0.98
ENG 101,student-29-422,0.94
ENG 101,student-30-205,0.92
ENG 101,student-30-247,0.89
ENG 101,student-30-286,0.96
ENG 101,student-30-368,0.92
ENG 101,student-31-198,0.94
ENG 101,student-31-214,0.88
ENG 101,student-31-231,0.96
ENG 101,student-31-243,0.82
ENG 101,student-31-381,0.89
ENG 101,student-32-188,0.89
ENG 101,student-32-234,0.97
ENG 101,student-32-319,0.92
ENG 101,student-32-353,0.92
ENG 101,student-33-147,0.93
ENG 101,student-33-222,0.85
ENG 101,student-33-283,0.92
ENG 101,student-33-364,0.9
ENG 101,student-34-192,0.94
ENG 101,student-34-223,0.96
ENG 101,student-34-247,0.89
ENG 101,student-34-299,0.96
ENG 101,student-35-155,0.86
ENG 101,student-35-212,0.95
ENG 101,student-35-242,0.93
ENG 101,student-35-275,0.97
ENG 101,student-35-299,0.76
ENG 101,student-36-209,0.95
ENG 101,student-36-368,0.87
ENG 101,student-37-231,0.75
ENG 101,student-37-333,0.98
ENG 101,student-38-177,0.91
ENG 101,student-38-184,0.96
ENG 101,student-38-190,0.84
ENG 101,student-38-206,0.93
ENG 101,student-38-213,0.8
ENG 101,student-38-253,0.98
ENG 101,student-38-333,0.93
ENG 101,student-39-185,0.91
ENG 101,student-39-223,0.92
ENG 101,student-39-320,0.93
ENG 101,student-40-220,0.98
ENG 101,student-40-233,0.88
ENG 101,student-40-368,0.96
ENG 101,student-41-234,0.97
ENG 101,student-42-142,0.94
ENG 101,student-42-169,0.9
ENG 101,student-42-199,0.91
ENG 101,student-42-360,0.96
ENG 101,student-43-176,0.95
ENG 101,student-43-198,0.95
ENG 101,student-43-201,0.92
ENG 101,student-43-236,0.91
ENG 101,student-43-263,0.98
ENG 101,student-45-253,0.86
ENG 101,student-45-289,0.93
ENG 101,student-46-195,0.96
ENG 101,student-46-198,0.9
ENG 101,student-46-232,0.95
ENG 101,student-46-282,0.94
ENG 101,student-46-309,0.96
ENG 101,student-47-169,0.87
ENG 101,student-47-180,0.91
ENG 101,student-47-195,0.93
ENG 101,student-47-206,0.91
ENG 101,student-47-211,0.91
ENG 101,student-47-241,0.94
ENG 101,student-47-309,0.92
ENG 101,student-47-353,0.89
ENG 101,student-48-212,0.87
ENG 101,student-48-283,0.94
ENG 101,student-48-309,0.91
ENG 101,student-48-348,0.91
ENG 101,student-49-212,0.89
ENG 101,student-49-227,0.93
ENG 101,student-49-306,0.93
ENG 101,student-49-309,0.89
ENG 101,student-49-330,0.95
ENG 101,student-50-223,0.97
ENG 101,student-50-309,0.91
ENG 101,student-50-322,0.9
ENG 101,student-51-126,0.83
ENG 101,student-51-198,0.9
ENG 101,student-51-227,0.87
ENG 101,student-51-236,0.93
ENG 101,student-51-309,0.93
ENG 101,student-51-312,0.89
ENG 101,student-52-198,0.89
ENG 101,student-52-217,0.92
ENG 101,student-52-235,0.9
ENG 101,student-52-247,0.96
ENG 101,student-52-249,0.9
ENG 101,student-52-270,0.99
ENG 101,student-52-301,0.95
ENG 101,student-52-309,0.95
ENG 101,student-53-229,0.89
ENG 101,student-53-240,0.97
ENG 101,student-54-188,0.9
ENG 101,student-54-234,0.9
ENG 101,student-54-250,0.71
ENG 101,student-54-266,0.98
ENG 101,student-55-190,0.84
ENG 101,student-55-252,0.85
ENG 101,student-55-374,0.98
ENG 101,student-56-218,0.87
ENG 101,student-56-223,0.94
ENG 101,student-56-233,0.86
ENG 101,student-56-235,0.97
ENG 101,student-56-359,0.9
ENG 101,student-57-169,0.91
ENG 101,student-58-195,0.88
ENG 101,student-58-231,0.91
ENG 101,student-58-312,0.83
ENG 101,student-59-312,0.95
ENG 101,student-60-185,0.84
ENG 101,student-60-312,0.72
ENG 101,student-61-241,0.93
ENG 101,student-61-276,0.97
ENG 101,student-61-312,0.82
ENG 101,student-61-378,0.95
ENG 101,student-62-12,0.94
ENG 101,student-62-134,0.96
ENG 101,student-62-206,0.91
ENG 101,student-62-248,0.93
ENG 101,student-62-312,0.94
ENG 101,student-62-313,0.98
ENG 101,student-62-328,0.94
ENG 101,student-63-193,0.7
ENG 101,student-63-218,0.76
ENG 101,student-63-223,0.91
ENG 101,student-64-227,0.9
ENG 101,student-64-265,0.96
ENG 101,student-64-312,0.83
ENG 101,student-64-313,0.95
ENG 101,student-65-177,0.95
ENG 101,student-65-195,0.95
ENG 101,student-65-234,0.83
ENG 101,student-65-253,0.9
ENG 101,student-65-312,0.73
ENG 101,student-66-191,0.97
ENG 101,student-66-216,0.86
ENG 101,student-66-227,0.93
ENG 101,student-66-232,0.86
ENG 101,student-66-244,0.94
ENG 101,student-66-299,0.92
ENG 101,student-66-312,0.99
ENG 101,student-66-372,0.94
ENG 101,student-66-408,0.94
ENG 101,student-66-410,0.93
ENG 101,student-67-225,0.9
ENG 101,student-67-243,0.85
ENG 101,student-67-367,0.98
ENG 101,student-68-218,0.88
ENG 101,student-68-220,0.89
ENG 101,student-68-232,0.92
ENG 101,student-68-272,0.97
ENG 101,student-68-312,0.97
ENG 101,student-69-312,0.91
ENG 101,student-69-366,0.8
ENG 101,student-70-170,0.96
ENG 101,student-70-210,0.91
ENG 101,student-70-223,0.93
ENG 101,student-70-232,0.98
ENG 101,student-70-422,0.84
ENG 101,student-71-278,0.9
ENG 101,student-71-366,0.9
ENG 101,student-72-198,0.91
ENG 101,student-72-215,0.9
ENG 101,student-72-225,0.91
ENG 101,student-72-291,0.94
ENG 101,student-72-295,0.99
ENG 101,student-73-228,0.8
ENG 101,student-73-261,0.88
ENG 101,student-73-264,0.87
ENG 101,student-73-312,0.82
ENG 101,student-74-167,0.96
ENG 101,student-74-213,0.96
ENG 101,student-74-225,0.9
ENG 101,student-74-246,0.94
ENG 101,student-74-249,0.87
ENG 101,student-74-292,0.97
ENG 101,student-74-304,0.86
ENG 101,student-74-312,0.86
ENG 101,student-74-333,0.96
ENG 101,student-75-165,0.98
ENG 101,student-75-232,0.93
ENG 101,student-76-265,0.94
ENG 101,student-76-312,0.95
ENG 101,student-76-350,0.94
ENG 101,student-76-370,0.94
ENG 101,student-77-112,0.85
ENG 101,student-77-193,0.88
ENG 101,student-77-244,0.98
ENG 101,student-78-161,0.8
ENG 101,student-78-209,0.97
ENG 101,student-78-247,0.93
ENG 101,student-78-253,0.96
ENG 101,student-78-266,0.96
ENG 101,student-78-280,0.88
ENG 101,student-78-283,0.92
ENG 101,student-78-312,0.76
ENG 101,student-79-248,0.92
ENG 101,student-79-253,0.83
ENG 101,student-80-206,0.94
ENG 101,student-80-247,0.96
ENG 101,student-80-283,0.93
ENG 101,student-81-186,0.88
ENG 101,student-81-204,0.9
ENG 101,student-81-226,0.94
ENG 101,student-82-217,0.9
ENG 101,student-82-312,0.9
ENG 101,student-82-370,0.87
ENG 101,student-83-142,0.77
ENG 101,student-83-201,0.94
ENG 101,student-83-225,0.94
ENG 101,student-83-244,0.97
ENG 101,student-83-312,0.95
ENG 101,student-84-185,0.81
ENG 101,student-84-256,0.9
ENG 101,student-84-312,0.94
ENG 101,student-85-188,0.82
ENG 101,student-85-216,0.94
ENG 101,student-85-225,0.95
ENG 101,student-85-265,0.85
ENG 101,student-85-298,0.93
ENG 101,student-85-312,0.99
ENG 101,student-85-420,0.98
ENG 101,student-86-195,0.8
ENG 101,student-86-200,0.86
ENG 101,student-86-231,0.9
ENG 101,student-86-285,0.93
ENG 101,student-86-312,0.87
ENG 101,student-86-372,0.83
ENG 101,student-87-125,0.9
ENG 101,student-87-15,0.86
ENG 101,student-87-235,0.93
ENG 101,student-87-312,0.84
ENG 101,student-88-104,0.88
ENG 101,student-88-232,0.9
ENG 101,student-88-248,0.95
ENG 101,student-88-300,0.98
ENG 101,student-89-173,0.93
ENG 101,student-89-312,0.94
ENG 101,student-90-204,0.88
ENG 101,student-90-221,0.97
ENG 101,student-90-240,0.91
ENG 101,student-90-268,0.92
ENG 101,student-90-312,0.89
ENG 101,student-90-381,0.92
ENG 101,student-91-185,0.86
ENG 101,student-91-216,0.94
ENG 101,student-91-259,0.89
ENG 101,student-91-312,0.99
ENG 101,student-91-361,0.94
ENG 101,student-91-368,0.96
ENG 101,student-92-216,0.9
ENG 101,student-92-223,0.96
ENG 101,student-92-233,0.95
ENG 101,student-92-239,0.93
ENG 101,student-92-240,0.93
ENG 101,student-92-298,0.97
ENG 101,student-93-242,0.93
ENG 101,student-93-283,0.83
ENG 101,student-93-299,0.93
ENG 101,student-93-312,0.96
ENG 101,student-93-410,0.96
ENG 101,student-94-226,0.93
ENG 101,student-94-240,0.9
ENG 101,student-94-376,0.99
ENG 101,student-95-215,0.96
ENG 101,student-95-220,0.7
ENG 101,student-95-372,0.94
ENG 101,student-95-382,0.98
ENG 101,student-96-370,0.96
ENG 101,student-96-404,0.88
ENG 101,student-97-240,0.98
ENG 101,student-97-246,0.93
ENG 101,student-97-312,0.97
ENG 101,student-97-366,0.95
ENG 101,student-98-192,0.95
ENG 101,student-98-313,0.94
ENG 101,student-99-154,0.76
ENG 101,student-99-167,0.97
ENG 101,student-99-312,0.96
ENG 101,student-99-320,0.82
ENG 101,student-99-377,0.95
ENG 102,student-00-249,0.82
ENG 102,student-00-275,0.93
ENG 102,student-00-297,0.88
ENG 102,student-00-369,0.98
ENG 102,student-01-122,0.88
ENG 102,student-01-212,0.89
ENG 102,student-01-275,0.95
ENG 102,student-01-313,0.89
ENG 102,student-02-218,0.85
ENG 102,student-02-250,0.96
ENG 102,student-02-372,0.95
ENG 102,student-03-110,0.91
ENG 102,student-03-161,0.82
ENG 102,student-03-199,0.77
ENG 102,student-03-221,1.0
ENG 102,student-03-254,0.99
ENG 102,student-03-307,0.91
ENG 102,student-03-313,0.92
ENG 102,student-03-333,0.88
ENG 102,student-04-333,0.96
ENG 102,student-04-352,0.88
ENG 102,student-05-270,0.95
ENG 102,student-05-366,0.83
ENG 102,student-06-281,0.92
ENG 102,student-06-331,0.87
ENG 102,student-06-353,0.97
ENG 102,student-06-367,0.89
ENG 102,student-07-287,0.83
ENG 102,student-07-363,0.85
ENG 102,student-08-267,0.95
ENG 102,student-08-297,0.71
ENG 102,student-09-155,0.95
ENG 102,student-09-158,0.98
ENG 102,student-09-223,0.97
ENG 102,student-09-235,0.97
ENG 102,student-09-247,0.96
ENG 102,student-10-218,0.96
ENG 102,student-10-225,0.8
ENG 102,student-10-273,0.94
ENG 102,student-10-313,0.89
ENG 102,student-11-12,0.96
ENG 102,student-11-236,0.9
ENG 102,student-11-264,0.9
ENG 102,student-11-267,0.93
ENG 102,student-11-272,0.87
ENG 102,student-12-14,0.9
ENG 102,student-12-193,0.8
ENG 102,student-13-247,0.93
ENG 102,student-13-251,0.8
ENG 102,student-13-313,0.79
ENG 102,student-13-352,0.91
ENG 102,student-14-224,1.0
ENG 102,student-14-283,0.92
ENG 102,student-15-218,0.85
ENG 102,student-15-227,0.99
ENG 102,student-15-313,0.91
ENG 102,student-16-170,0.95
ENG 102,student-16-208,0.97
ENG 102,student-16-253,1.0
ENG 102,student-16-260,0.84
ENG 102,student-17-170,0.89
ENG 102,student-17-226,0.97
ENG 102,student-18-129,0.99
ENG 102,student-18-222,0.9
ENG 102,student-18-231,0.95
ENG 102,student-18-259,0.85
ENG 102,student-18-313,0.74
ENG 102,student-18-320,0.91
ENG 102,student-19-104,0.93
ENG 102,student-19-228,0.99
ENG 102,student-19-313,0.94
ENG 102,student-20-233,0.97
ENG 102,student-20-301,0.96
ENG 102,student-22-206,0.91
ENG 102,student-22-283,0.92
ENG 102,student-22-320,0.95
ENG 102,student-23-154,0.96
ENG 102,student-23-173,0.93
ENG 102,student-23-212,0.94
ENG 102,student-23-298,0.82
ENG 102,student-23-313,0.9
ENG 102,student-23-372,0.89
ENG 102,student-24-150,0.8
ENG 102,student-24-229,0.99
ENG 102,student-24-313,0.83
ENG 102,student-24-330,0.92
ENG 102,student-25-14,0.96
ENG 102,student-25-165,0.97
ENG 102,student-25-253,0.97
ENG 102,student-25-373,0.81
ENG 102,student-26-210,0.94
ENG 102,student-26-242,0.92
ENG 102,student-26-257,0.94
ENG 102,student-26-375,0.88
ENG 102,student-27-200,0.98
ENG 102,student-27-233,0.92
ENG 102,student-27-274,0.95
ENG 102,student-27-365,0.92
ENG 102,student-27-382,0.79
ENG 102,student-28-130,0.91
ENG 102,student-28-226,0.93
ENG 102,student-28-264,0.95
ENG 102,student-29-140,0.93
ENG 102,student-29-283,0.87
ENG 102,student-29-298,0.95
ENG 102,student-29-353,0.94
ENG 102,student-30-177,0.77
ENG 102,student-30-286,0.92
ENG 102,student-31-231,0.94
ENG 102,student-31-243,0.82
ENG 102,student-31-251,0.97
ENG 102,student-31-294,0.94
ENG 102,student-32-242,0.97
ENG 102,student-32-263,0.77
ENG 102,student-32-279,0.88
ENG 102,student-32-285,0.78
ENG 102,student-32-373,0.97
ENG 102,student-33-108,0.98
ENG 102,student-33-222,0.82
ENG 102,student-33-286,0.95
ENG 102,student-33-299,0.89
ENG 102,student-33-352,0.9
ENG 102,student-33-370,0.88
ENG 102,student-34-309,0.96
ENG 102,student-35-212,0.97
ENG 102,student-36-195,0.97
ENG 102,student-36-247,0.94
ENG 102,student-36-356,0.93
ENG 102,student-37-199,0.95
ENG 102,student-37-287,0.89
ENG 102,student-37-291,0.84
ENG 102,student-37-376,0.86
ENG 102,student-37-379,0.85
ENG 102,student-38-129,0.97
ENG 102,student-38-213,0.8
ENG 102,student-38-234,0.91
ENG 102,student-38-253,0.97
ENG 102,student-38-333,0.93
ENG 102,student-39-185,0.88
ENG 102,student-39-223,0.93
ENG 102,student-39-288,0.93
ENG 102,student-39-368,0.98
ENG 102,student-39-370,0.99
ENG 102,student-40-124,0.9
ENG 102,student-40-220,1.0
ENG 102,student-40-233,0.87
ENG 102,student-41-211,0.95
ENG 102,student-41-234,0.99
ENG 102,student-41-348,0.95
ENG 102,student-42-199,0.98
ENG 102,student-42-235,0.9
ENG 102,student-42-281,0.78
ENG 102,student-43-166,0.87
ENG 102,student-43-176,0.97
ENG 102,student-43-198,0.93
ENG 102,student-43-201,0.91
ENG 102,student-43-299,0.84
ENG 102,student-44-354,0.89
ENG 102,student-45-240,0.96
ENG 102,student-45-289,0.9
ENG 102,student-46-134,0.8
ENG 102,student-46-172,0.95
ENG 102,student-46-198,0.98
ENG 102,student-46-309,0.95
ENG 102,student-47-180,0.91
ENG 102,student-47-241,0.91
ENG 102,student-47-309,0.92
ENG 102,student-48-147,0.9
ENG 102,student-48-238,0.96
ENG 102,student-48-256,0.96
ENG 102,student-48-268,0.87
ENG 102,student-48-283,0.94
ENG 102,student-48-289,0.98
ENG 102,student-48-309,0.9
ENG 102,student-49-150,0.96
ENG 102,student-49-227,0.93
ENG 102,student-49-309,0.85
ENG 102,student-50-129,0.98
ENG 102,student-50-223,0.98
ENG 102,student-50-260,0.91
ENG 102,student-50-309,0.83
ENG 102,student-50-322,0.87
ENG 102,student-51-227,0.97
ENG 102,student-51-236,0.96
ENG 102,student-51-247,0.98
ENG 102,student-51-309,0.89
ENG 102,student-52-235,0.9
ENG 102,student-52-270,0.98
ENG 102,student-52-301,0.94
ENG 102,student-52-309,0.91
ENG 102,student-53-229,0.99
ENG 102,student-53-253,0.82
ENG 102,student-53-255,0.99
ENG 102,student-53-329,0.97
ENG 102,student-53-358,0.97
ENG 102,student-53-371,0.87
ENG 102,student-53-382,0.96
ENG 102,student-54-266,0.97
ENG 102,student-55-259,0.83
ENG 102,student-55-352,0.92
ENG 102,student-56-15,0.91
ENG 102,student-56-155,0.92
ENG 102,student-56-218,0.93
ENG 102,student-56-233,0.85
ENG 102,student-56-235,0.99
ENG 102,student-56-277,0.92
ENG 102,student-57-325,0.92
ENG 102,student-57-368,0.91
ENG 102,student-58-231,0.92
ENG 102,student-59-215,0.93
ENG 102,student-59-312,0.79
ENG 102,student-60-305,0.93
ENG 102,student-60-312,0.89
ENG 102,student-60-359,0.94
ENG 102,student-60-364,0.95
ENG 102,student-61-215,0.99
ENG 102,student-61-241,0.98
ENG 102,student-61-251,0.77
ENG 102,student-61-257,1.0
ENG 102,student-61-312,0.72
ENG 102,student-62-12,0.92
ENG 102,student-62-248,0.92
ENG 102,student-62-312,0.92
ENG 102,student-62-313,0.94
ENG 102,student-62-327,0.93
ENG 102,student-63-167,0.94
ENG 102,student-63-218,0.9
ENG 102,student-63-329,0.96
ENG 102,student-64-227,0.95
ENG 102,student-64-248,0.95
ENG 102,student-64-254,0.95
ENG 102,student-64-312,0.79
ENG 102,student-64-313,0.95
ENG 102,student-64-330,0.99
ENG 102,student-65-176,0.93
ENG 102,student-65-195,0.95
ENG 102,student-65-233,0.83
ENG 102,student-65-312,0.71
ENG 102,student-66-284,0.96
ENG 102,student-66-312,0.98
ENG 102,student-66-331,0.94
ENG 102,student-66-359,0.85
ENG 102,student-67-235,0.96
ENG 102,student-67-367,0.98
ENG 102,student-68-220,0.98
ENG 102,student-68-232,0.92
ENG 102,student-68-257,0.95
ENG 102,student-68-312,0.93
ENG 102,student-69-187,0.71
ENG 102,student-69-312,0.91
ENG 102,student-69-365,0.97
ENG 102,student-69-387,0.75
ENG 102,student-70-170,0.98
ENG 102,student-70-223,0.95
ENG 102,student-70-353,0.95
ENG 102,student-71-278,0.94
ENG 102,student-71-304,0.95
ENG 102,student-71-312,0.83
ENG 102,student-72-206,0.88
ENG 102,student-72-295,0.97
ENG 102,student-72-326,0.82
ENG 102,student-73-209,0.98
ENG 102,student-73-248,0.85
ENG 102,student-73-274,0.82
ENG 102,student-73-312,0.86
ENG 102,student-74-167,0.91
ENG 102,student-74-213,0.98
ENG 102,student-74-292,0.95
ENG 102,student-74-312,0.89
ENG 102,student-74-325,0.83
ENG 102,student-74-333,0.97
ENG 102,student-75-266,0.93
ENG 102,student-75-271,0.97
ENG 102,student-75-359,0.92
ENG 102,student-76-191,0.96
ENG 102,student-76-265,0.94
ENG 102,student-76-288,0.89
ENG 102,student-76-312,0.92
ENG 102,student-77-244,0.95
ENG 102,student-78-209,1.0
ENG 102,student-78-280,0.8
ENG 102,student-78-283,0.94
ENG 102,student-79-112,0.99
ENG 102,student-79-146,0.76
ENG 102,student-79-248,0.77
ENG 102,student-79-280,0.93
ENG 102,student-80-247,0.98
ENG 102,student-80-312,0.87
ENG 102,student-81-220,0.93
ENG 102,student-81-226,0.95
ENG 102,student-82-217,0.72
ENG 102,student-82-266,0.91
ENG 102,student-82-312,0.9
ENG 102,student-83-212,0.99
ENG 102,student-83-247,0.96
ENG 102,student-83-312,0.93
ENG 102,student-83-353,0.79
ENG 102,student-84-185,0.85
ENG 102,student-84-305,0.97
ENG 102,student-84-312,0.91
ENG 102,student-84-332,0.89
ENG 102,student-85-216,0.95
ENG 102,student-85-219,0.92
ENG 102,student-85-265,0.88
ENG 102,student-85-284,0.9
ENG 102,student-85-312,0.94
ENG 102,student-86-285,0.94
ENG 102,student-86-312,0.9
ENG 102,student-87-15,0.96
ENG 102,student-87-312,0.73
ENG 102,student-87-371,0.94
ENG 102,student-87-372,0.92
ENG 102,student-88-162,0.91
ENG 102,student-88-232,0.88
ENG 102,student-88-358,0.92
ENG 102,student-88-370,0.96
ENG 102,student-89-199,0.86
ENG 102,student-89-289,0.91
ENG 102,student-89-312,0.93
ENG 102,student-90-204,0.9
ENG 102,student-90-312,0.9
ENG 102,student-90-354,0.74
ENG 102,student-91-312,0.87
ENG 102,student-91-351,0.95
ENG 102,student-91-368,0.96
ENG 102,student-92-239,0.97
ENG 102,student-92-261,0.93
ENG 102,student-92-287,0.95
ENG 102,student-92-304,0.97
ENG 102,student-93-126,0.92
ENG 102,student-93-162,0.99
ENG 102,student-93-242,0.92
ENG 102,student-93-312,0.86
ENG 102,student-93-349,0.88
ENG 102,student-93-374,0.94
ENG 102,student-94-226,0.98
ENG 102,student-95-215,0.91
ENG 102,student-95-369,0.92
ENG 102,student-96-312,0.82
ENG 102,student-97-283,0.86
ENG 102,student-97-291,0.93
ENG 102,student-97-312,0.84
ENG 102,student-97-349,0.98
ENG 102,student-98-156,0.94
ENG 102,student-98-192,0.95
ENG 102,student-98-286,0.9
ENG 102,student-99-167,1.0
ENG 102,student-99-239,0.84
ENG 102,student-99-312,0.91
EXW 100,student-00-226,0.87
EXW 100,student-00-248,0.89
EXW 100,student-00-249,0.83
EXW 100,student-00-283,0.96
EXW 100,student-00-304,0.92
EXW 100,student-01-143,0.89
EXW 100,student-01-241,0.98
EXW 100,student-01-250,0.92
EXW 100,student-01-261,0.96
EXW 100,student-01-304,0.97
EXW 100,student-02-218,0.85
EXW 100,student-02-250,0.92
EXW 100,student-02-253,0.88
EXW 100,student-03-13,0.85
EXW 100,student-03-190,0.84
EXW 100,student-03-199,0.94
EXW 100,student-03-241,0.93
EXW 100,student-03-263,0.92
EXW 100,student-03-280,0.94
EXW 100,student-04-12,0.95
EXW 100,student-04-156,0.98
EXW 100,student-04-194,0.62
EXW 100,student-04-281,0.92
EXW 100,student-04-321,0.95
EXW 100,student-05-157,0.94
EXW 100,student-05-270,0.95
EXW 100,student-05-284,0.89
EXW 100,student-05-293,0.97
EXW 100,student-05-302,0.88
EXW 100,student-06-270,0.82
EXW 100,student-06-274,0.96
EXW 100,student-06-281,0.98
EXW 100,student-06-293,0.83
